,Area_Code,State,Occupation_Code,Occupation_Title,Total_Employment,Mean_Hourly_Income,Hourly_10th_Percentile,Hourly_25th_Percentile,Median_Hourly_Income,Hourly_75th_Percentile,Hourly_90th_Percentile,Mean_Annual_Income,Annual_10th_Percentile,Annual_25th_Percentile,Median_Annual_Income,Annual_75th_Percentile,Annual_90th_Percentile,Latitude,Longitude
1407,12,Florida,29-1181,Audiologists,830,33.50,21.21,27.26,32.93,38.28,47.25,"69,670","44,120","56,700","68,490","79,610","98,270",27.994402,-81.760254
1408,12,Florida,29-1211,Anesthesiologists,"1,180",129.07,39.46,#,#,#,#,"268,470","82,070",#,#,#,#,27.994402,-81.760254
1409,12,Florida,29-1215,Family Medicine Physicians,"11,830",104.75,49.21,69.58,#,#,#,"217,870","102,360","144,720",#,#,#,27.994402,-81.760254
1410,12,Florida,29-1216,General Internal Medicine Physicians,"1,240",98.41,31.74,43.57,#,#,#,"204,690","66,020","90,630",#,#,#,27.994402,-81.760254
1411,12,Florida,29-1218,Obstetricians and Gynecologists,"1,090",119.90,61.79,89.50,#,#,#,"249,380","128,530","186,150",#,#,#,27.994402,-81.760254
1412,12,Florida,29-1221,"Pediatricians, General",**,75.43,29.81,60.32,74.85,90.61,#,"156,900","62,000","125,470","155,690","188,460",#,27.994402,-81.760254
1413,12,Florida,29-1223,Psychiatrists,"1,240",98.00,23.06,52.65,99.35,#,#,"203,830","47,960","109,510","206,650",#,#,27.994402,-81.760254
1414,12,Florida,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric","27,380",102.30,29.87,60.99,#,#,#,"212,780","62,120","126,860",#,#,#,27.994402,-81.760254
1415,12,Florida,29-1248,"Surgeons, Except Ophthalmologists","1,580",90.99,17.82,26.55,#,#,#,"189,260","37,060","55,220",#,#,#,27.994402,-81.760254
1416,12,Florida,29-1292,Dental Hygienists,"11,310",31.82,21.30,27.57,32.98,37.01,39.99,"66,170","44,310","57,350","68,600","76,980","83,190",27.994402,-81.760254
1417,12,Florida,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other","1,620",32.01,12.03,19.52,28.63,37.20,49.58,"66,590","25,020","40,610","59,550","77,380","103,120",27.994402,-81.760254
1418,12,Florida,29-2010,Clinical Laboratory Technologists and Technicians,"19,890",24.98,13.43,16.83,24.83,31.03,37.69,"51,960","27,930","35,000","51,660","64,540","78,400",27.994402,-81.760254
1419,12,Florida,29-2031,Cardiovascular Technologists and Technicians,"5,080",24.20,12.43,14.51,24.30,32.55,37.81,"50,330","25,860","30,170","50,540","67,700","78,640",27.994402,-81.760254
1420,12,Florida,29-2032,Diagnostic Medical Sonographers,"5,380",31.88,22.62,27.36,32.45,37.11,41.22,"66,310","47,050","56,910","67,490","77,180","85,740",27.994402,-81.760254
1421,12,Florida,29-2033,Nuclear Medicine Technologists,"1,600",35.80,26.76,31.35,35.75,40.53,46.99,"74,470","55,650","65,210","74,360","84,300","97,740",27.994402,-81.760254
1422,12,Florida,29-2034,Radiologic Technologists and Technicians,"13,830",27.48,18.28,22.17,27.25,32.53,37.71,"57,150","38,020","46,120","56,680","67,660","78,440",27.994402,-81.760254
1423,12,Florida,29-2035,Magnetic Resonance Imaging Technologists,"3,040",30.76,17.95,26.65,32.51,36.72,39.42,"63,980","37,330","55,440","67,620","76,380","82,000",27.994402,-81.760254
1424,12,Florida,29-2040,Emergency Medical Technicians and Paramedics,"11,790",17.40,10.61,12.99,16.34,19.73,26.09,"36,190","22,080","27,020","33,990","41,050","54,270",27.994402,-81.760254
1425,12,Florida,29-2051,Dietetic Technicians,"1,740",13.76,9.53,10.67,12.71,15.04,18.56,"28,610","19,820","22,200","26,430","31,280","38,600",27.994402,-81.760254
1426,12,Florida,29-2052,Pharmacy Technicians,"29,800",16.02,11.59,13.32,15.74,18.20,21.28,"33,330","24,110","27,710","32,750","37,850","44,260",27.994402,-81.760254
1427,12,Florida,29-2053,Psychiatric Technicians,"8,510",14.74,10.48,11.92,13.94,16.61,19.15,"30,660","21,790","24,790","28,990","34,550","39,820",27.994402,-81.760254
1428,12,Florida,29-2055,Surgical Technologists,"7,540",21.52,15.40,18.04,21.43,24.58,28.89,"44,770","32,030","37,520","44,570","51,130","60,080",27.994402,-81.760254
1429,12,Florida,29-2056,Veterinary Technologists and Technicians,"8,660",16.04,10.82,12.73,15.41,18.45,22.43,"33,360","22,500","26,470","32,050","38,370","46,660",27.994402,-81.760254
1430,12,Florida,29-2057,Ophthalmic Medical Technicians,"4,050",18.83,12.76,15.59,18.58,22.19,25.55,"39,160","26,550","32,430","38,650","46,150","53,140",27.994402,-81.760254
1431,12,Florida,29-2061,Licensed Practical and Licensed Vocational Nurses,"45,960",21.91,16.55,19.24,21.79,24.24,28.21,"45,580","34,430","40,010","45,330","50,420","58,680",27.994402,-81.760254
1432,12,Florida,29-2081,"Opticians, Dispensing","4,070",20.82,11.59,14.21,20.65,27.15,30.19,"43,300","24,100","29,550","42,960","56,480","62,780",27.994402,-81.760254
1433,12,Florida,29-2091,Orthotists and Prosthetists,470,30.60,13.81,18.43,29.60,37.61,51.73,"63,640","28,730","38,340","61,570","78,230","107,600",27.994402,-81.760254
1434,12,Florida,29-2092,Hearing Aid Specialists,**,30.66,14.06,20.95,28.11,37.11,50.61,"63,770","29,250","43,570","58,460","77,190","105,260",27.994402,-81.760254
1435,12,Florida,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","22,870",20.36,12.50,14.72,18.26,24.74,30.95,"42,350","26,010","30,620","37,980","51,470","64,380",27.994402,-81.760254
1436,12,Florida,29-9091,Athletic Trainers,"1,530",*,*,*,*,*,*,"47,100","32,120","36,700","44,670","54,190","66,090",27.994402,-81.760254
1437,12,Florida,29-9092,Genetic Counselors,80,30.30,16.46,18.40,32.76,37.79,45.03,"63,030","34,240","38,280","68,140","78,600","93,670",27.994402,-81.760254
1438,12,Florida,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",**,25.75,13.42,16.58,22.08,30.94,46.03,"53,560","27,900","34,490","45,930","64,360","95,740",27.994402,-81.760254
1439,12,Florida,31-1120,Home Health and Personal Care Aides,"76,040",11.84,9.28,10.04,11.22,12.63,14.88,"24,630","19,300","20,890","23,330","26,270","30,950",27.994402,-81.760254
1440,12,Florida,31-1131,Nursing Assistants,"87,840",13.36,10.14,11.24,13.03,14.96,17.59,"27,790","21,090","23,370","27,100","31,110","36,600",27.994402,-81.760254
1441,12,Florida,31-1132,Orderlies,"2,050",13.28,10.07,10.86,12.16,14.65,18.04,"27,630","20,940","22,590","25,300","30,480","37,510",27.994402,-81.760254
1442,12,Florida,31-1133,Psychiatric Aides,"3,010",13.08,10.15,11.14,12.84,14.43,16.26,"27,210","21,100","23,170","26,700","30,010","33,830",27.994402,-81.760254
1443,12,Florida,31-2011,Occupational Therapy Assistants,"3,050",31.59,24.26,27.42,31.44,36.51,39.96,"65,710","50,470","57,030","65,400","75,950","83,110",27.994402,-81.760254
1444,12,Florida,31-2012,Occupational Therapy Aides,340,21.18,9.34,10.13,24.97,28.99,32.47,"44,060","19,430","21,070","51,930","60,300","67,540",27.994402,-81.760254
1445,12,Florida,31-2021,Physical Therapist Assistants,"6,780",30.48,20.45,26.08,30.20,35.56,39.64,"63,410","42,540","54,260","62,810","73,970","82,460",27.994402,-81.760254
1446,12,Florida,31-2022,Physical Therapist Aides,"2,040",13.52,10.34,11.52,13.37,15.07,17.11,"28,120","21,500","23,950","27,800","31,340","35,580",27.994402,-81.760254
1447,12,Florida,31-9011,Massage Therapists,"8,320",22.82,9.43,13.32,18.51,27.08,44.42,"47,470","19,610","27,700","38,500","56,320","92,400",27.994402,-81.760254
1448,12,Florida,31-9091,Dental Assistants,"20,550",19.10,13.42,15.99,18.66,22.51,25.68,"39,730","27,910","33,250","38,810","46,820","53,420",27.994402,-81.760254
1449,12,Florida,31-9092,Medical Assistants,"57,410",16.31,12.54,13.87,16.03,18.42,20.61,"33,920","26,080","28,860","33,340","38,310","42,880",27.994402,-81.760254
1450,12,Florida,31-9093,Medical Equipment Preparers,"2,620",16.36,11.08,13.26,15.71,18.72,23.07,"34,040","23,050","27,580","32,670","38,930","47,990",27.994402,-81.760254
1451,12,Florida,31-9094,Medical Transcriptionists,"4,440",16.65,9.54,10.99,15.15,20.53,24.76,"34,640","19,840","22,860","31,510","42,700","51,510",27.994402,-81.760254
1452,12,Florida,31-9095,Pharmacy Aides,"1,880",14.52,10.19,11.42,13.89,17.36,19.84,"30,190","21,200","23,750","28,890","36,100","41,270",27.994402,-81.760254
1453,12,Florida,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,"5,410",13.84,9.50,10.71,13.23,16.24,19.12,"28,790","19,760","22,270","27,510","33,770","39,780",27.994402,-81.760254
1454,12,Florida,31-9097,Phlebotomists,"7,880",16.27,12.27,13.69,15.92,18.46,21.48,"33,840","25,530","28,480","33,120","38,390","44,670",27.994402,-81.760254
1455,12,Florida,31-9099,"Healthcare Support Workers, All Other","5,740",18.54,10.31,12.77,17.17,22.86,29.13,"38,560","21,440","26,560","35,710","47,550","60,590",27.994402,-81.760254
1456,12,Florida,41-1011,First-Line Supervisors of Retail Sales Workers,"83,260",22.17,12.61,15.47,19.71,26.51,33.35,"46,110","26,240","32,180","41,000","55,140","69,360",27.994402,-81.760254
1457,12,Florida,41-1012,First-Line Supervisors of Non-Retail Sales Workers,"17,270",37.90,18.64,24.18,33.16,46.38,63.27,"78,830","38,760","50,290","68,970","96,460","131,600",27.994402,-81.760254
1458,12,Florida,41-2011,Cashiers,"229,830",11.08,8.93,9.45,10.58,11.91,13.92,"23,050","18,580","19,660","22,010","24,780","28,940",27.994402,-81.760254
1459,12,Florida,41-2012,Gambling Change Persons and Booth Cashiers,"1,150",14.01,9.82,11.56,14.19,16.06,18.12,"29,140","20,430","24,050","29,510","33,400","37,690",27.994402,-81.760254
1460,12,Florida,41-2021,Counter and Rental Clerks,"24,950",14.29,9.12,10.32,12.85,16.75,21.28,"29,730","18,960","21,460","26,730","34,830","44,260",27.994402,-81.760254
1461,12,Florida,41-2022,Parts Salespersons,"14,930",15.65,9.48,11.14,13.82,17.98,25.08,"32,550","19,710","23,180","28,750","37,390","52,160",27.994402,-81.760254
1462,12,Florida,41-2031,Retail Salespersons,"325,640",13.35,9.00,9.69,11.40,14.42,19.24,"27,760","18,720","20,160","23,700","30,000","40,030",27.994402,-81.760254
1463,12,Florida,41-3011,Advertising Sales Agents,"8,120",28.03,10.82,15.77,22.11,33.51,49.33,"58,310","22,510","32,790","45,980","69,700","102,600",27.994402,-81.760254
1464,12,Florida,41-3021,Insurance Sales Agents,"33,580",29.51,13.84,17.57,22.81,31.78,52.44,"61,390","28,780","36,540","47,440","66,110","109,070",27.994402,-81.760254
1465,12,Florida,41-3031,"Securities, Commodities, and Financial Services Sales Agents","30,060",37.89,16.64,19.63,26.69,42.84,78.58,"78,820","34,610","40,830","55,510","89,110","163,440",27.994402,-81.760254
1466,12,Florida,41-3041,Travel Agents,"9,490",19.26,9.22,12.30,17.60,24.13,30.94,"40,060","19,180","25,590","36,610","50,190","64,360",27.994402,-81.760254
1467,12,Florida,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","81,410",28.04,11.12,15.13,23.01,33.15,48.79,"58,320","23,130","31,480","47,860","68,950","101,470",27.994402,-81.760254
1468,12,Florida,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","20,830",42.80,15.02,21.21,33.58,55.51,78.64,"89,030","31,240","44,110","69,840","115,450","163,580",27.994402,-81.760254
1469,12,Florida,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","86,490",30.07,11.91,16.65,24.70,36.62,53.74,"62,540","24,780","34,630","51,380","76,180","111,770",27.994402,-81.760254
1470,12,Florida,41-9011,Demonstrators and Product Promoters,"4,750",15.53,9.45,10.37,12.38,21.10,24.34,"32,300","19,660","21,580","25,750","43,880","50,630",27.994402,-81.760254
1471,12,Florida,41-9021,Real Estate Brokers,"3,160",28.63,12.09,15.01,18.20,36.75,59.32,"59,550","25,140","31,230","37,860","76,440","123,380",27.994402,-81.760254
1472,12,Florida,41-9022,Real Estate Sales Agents,"19,240",30.19,9.90,15.11,21.00,35.44,60.19,"62,790","20,580","31,430","43,670","73,710","125,200",27.994402,-81.760254
1473,12,Florida,41-9031,Sales Engineers,"2,170",54.49,28.53,38.48,52.99,68.09,81.31,"113,350","59,330","80,050","110,220","141,620","169,130",27.994402,-81.760254
1474,12,Florida,41-9041,Telemarketers,"16,760",12.56,9.05,9.66,11.27,13.91,18.17,"26,120","18,820","20,100","23,450","28,920","37,800",27.994402,-81.760254
1475,12,Florida,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",580,13.90,8.77,9.17,11.06,14.08,25.44,"28,910","18,230","19,060","23,000","29,280","52,920",27.994402,-81.760254
1476,12,Florida,41-9099,"Sales and Related Workers, All Other","8,560",16.93,9.68,10.91,13.35,18.58,27.23,"35,210","20,140","22,690","27,770","38,650","56,640",27.994402,-81.760254
1477,13,Georgia,15-1211,Computer Systems Analysts,"19,600",43.61,27.09,33.50,42.41,51.06,63.30,"90,700","56,340","69,680","88,220","106,210","131,660",33.247875,-83.441162
1478,13,Georgia,15-1212,Information Security Analysts,"4,010",47.80,28.09,35.12,47.11,59.28,71.22,"99,420","58,430","73,040","98,000","123,290","148,140",33.247875,-83.441162
1479,13,Georgia,15-1221,Computer and Information Research Scientists,720,48.91,25.99,34.79,46.12,58.18,74.72,"101,720","54,060","72,370","95,930","121,010","155,430",33.247875,-83.441162
1480,13,Georgia,15-1231,Computer Network Support Specialists,"6,460",34.32,20.41,25.50,32.22,42.22,50.03,"71,380","42,460","53,050","67,020","87,820","104,050",33.247875,-83.441162
1481,13,Georgia,15-1232,Computer User Support Specialists,"22,360",26.19,15.70,19.20,24.49,30.99,39.36,"54,470","32,660","39,940","50,950","64,450","81,870",33.247875,-83.441162
1482,13,Georgia,15-1241,Computer Network Architects,"5,750",54.54,32.85,43.88,54.77,65.04,76.90,"113,440","68,330","91,270","113,920","135,290","159,950",33.247875,-83.441162
1483,13,Georgia,15-1244,Network and Computer Systems Administrators,"9,150",42.04,24.17,31.06,40.03,51.93,62.85,"87,430","50,270","64,600","83,260","108,020","130,730",33.247875,-83.441162
1484,13,Georgia,15-1245,Database Administrators and Architects,"5,390",45.25,24.04,32.70,45.81,57.40,67.13,"94,110","50,000","68,010","95,290","119,400","139,630",33.247875,-83.441162
1485,13,Georgia,15-1251,Computer Programmers,"4,920",41.85,22.73,30.90,40.87,52.70,62.18,"87,040","47,270","64,280","85,020","109,610","129,340",33.247875,-83.441162
1486,13,Georgia,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,"45,440",49.36,28.20,38.16,49.69,60.41,72.58,"102,680","58,650","79,370","103,350","125,650","150,980",33.247875,-83.441162
1487,13,Georgia,15-1257,Web Developers and Digital Interface Designers,"3,170",42.21,25.58,32.69,41.93,50.70,60.88,"87,800","53,200","67,990","87,220","105,460","126,630",33.247875,-83.441162
1488,13,Georgia,15-1299,"Computer Occupations, All Other","22,000",43.62,21.43,30.12,41.50,54.90,70.07,"90,730","44,580","62,650","86,320","114,190","145,740",33.247875,-83.441162
1489,13,Georgia,15-2011,Actuaries,250,54.70,28.50,37.14,49.46,66.36,84.86,"113,770","59,270","77,250","102,870","138,020","176,510",33.247875,-83.441162
1490,13,Georgia,15-2031,Operations Research Analysts,"3,720",33.58,19.76,23.77,29.84,41.70,52.87,"69,840","41,100","49,440","62,060","86,740","109,970",33.247875,-83.441162
1491,13,Georgia,15-2041,Statisticians,660,47.89,28.64,37.05,48.16,58.35,67.92,"99,620","59,570","77,050","100,160","121,360","141,270",33.247875,-83.441162
1492,13,Georgia,15-2098,"Data Scientists and Mathematical Science Occupations, All Other","1,270",39.19,18.13,23.97,35.29,52.03,66.50,"81,520","37,720","49,860","73,410","108,220","138,320",33.247875,-83.441162
1493,13,Georgia,23-1011,Lawyers,"19,500",62.65,25.02,35.16,53.78,78.90,#,"130,320","52,040","73,130","111,860","164,110",#,33.247875,-83.441162
1494,13,Georgia,23-1012,Judicial Law Clerks,540,23.55,14.68,18.41,22.87,28.64,33.55,"48,980","30,530","38,290","47,580","59,560","69,780",33.247875,-83.441162
1495,13,Georgia,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",500,36.57,17.38,20.79,27.01,51.40,78.57,"76,070","36,150","43,240","56,180","106,900","163,430",33.247875,-83.441162
1496,13,Georgia,23-1022,"Arbitrators, Mediators, and Conciliators",110,34.73,23.22,27.79,34.11,41.06,47.90,"72,240","48,290","57,810","70,950","85,400","99,620",33.247875,-83.441162
1497,13,Georgia,23-1023,"Judges, Magistrate Judges, and Magistrates","1,200",51.97,23.27,30.84,50.07,71.22,82.62,"108,100","48,400","64,150","104,150","148,140","171,850",33.247875,-83.441162
1498,13,Georgia,23-2011,Paralegals and Legal Assistants,"10,820",26.17,15.83,20.00,25.07,29.97,38.66,"54,440","32,920","41,590","52,150","62,330","80,420",33.247875,-83.441162
1499,13,Georgia,23-2093,"Title Examiners, Abstractors, and Searchers",450,20.18,14.62,16.51,19.02,22.84,27.84,"41,980","30,410","34,340","39,570","47,500","57,910",33.247875,-83.441162
1500,13,Georgia,23-2099,"Legal Support Workers, All Other","1,190",27.73,12.87,19.02,24.84,30.08,53.40,"57,670","26,780","39,570","51,660","62,560","111,060",33.247875,-83.441162
1501,13,Georgia,25-1011,"Business Teachers, Postsecondary","1,390",*,*,*,*,*,*,"103,230","43,700","58,480","82,900","126,780","198,780",33.247875,-83.441162
1502,13,Georgia,25-1021,"Computer Science Teachers, Postsecondary",470,*,*,*,*,*,*,"80,550","36,570","60,760","77,610","98,770","125,750",33.247875,-83.441162
1503,13,Georgia,25-1022,"Mathematical Science Teachers, Postsecondary",740,*,*,*,*,*,*,"71,870","35,510","50,120","62,590","79,740","122,340",33.247875,-83.441162
1504,13,Georgia,25-1031,"Architecture Teachers, Postsecondary",320,*,*,*,*,*,*,"86,900","19,140","66,920","89,310","112,480","129,570",33.247875,-83.441162
1505,13,Georgia,25-1032,"Engineering Teachers, Postsecondary",290,*,*,*,*,*,*,"99,510","58,880","72,080","88,100","120,420","152,940",33.247875,-83.441162
1506,13,Georgia,25-1041,"Agricultural Sciences Teachers, Postsecondary",220,*,*,*,*,*,*,"122,340","59,010","95,840","118,600","142,450","182,310",33.247875,-83.441162
1507,13,Georgia,25-1042,"Biological Science Teachers, Postsecondary",740,*,*,*,*,*,*,"92,710","48,050","58,040","73,650","116,550","167,110",33.247875,-83.441162
1508,13,Georgia,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",70,*,*,*,*,*,*,"108,670","57,870","78,710","111,080","133,040","164,260",33.247875,-83.441162
1509,13,Georgia,25-1052,"Chemistry Teachers, Postsecondary",300,*,*,*,*,*,*,"90,830","42,760","57,810","72,820","98,390","173,440",33.247875,-83.441162
1510,13,Georgia,25-1054,"Physics Teachers, Postsecondary",120,*,*,*,*,*,*,"71,420","18,270","54,690","66,060","81,900","109,820",33.247875,-83.441162
1511,13,Georgia,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",120,*,*,*,*,*,*,"59,600","27,450","30,980","37,660","61,000","132,040",33.247875,-83.441162
1512,13,Georgia,25-1063,"Economics Teachers, Postsecondary",110,*,*,*,*,*,*,"112,470","18,520","60,300","101,370","152,600",#,33.247875,-83.441162
1513,13,Georgia,25-1064,"Geography Teachers, Postsecondary",50,*,*,*,*,*,*,"87,030","19,060","60,370","79,120","120,780","145,260",33.247875,-83.441162
1514,13,Georgia,25-1065,"Political Science Teachers, Postsecondary",300,*,*,*,*,*,*,"89,120","21,080","54,690","75,290","108,060","154,720",33.247875,-83.441162
1515,13,Georgia,25-1066,"Psychology Teachers, Postsecondary",480,*,*,*,*,*,*,"67,470","21,700","50,100","63,320","78,920","99,910",33.247875,-83.441162
1516,13,Georgia,25-1067,"Sociology Teachers, Postsecondary",160,*,*,*,*,*,*,"83,770","42,810","55,180","71,770","98,570","144,380",33.247875,-83.441162
1517,13,Georgia,25-1069,"Social Sciences Teachers, Postsecondary, All Other",90,*,*,*,*,*,*,"63,480","38,810","46,680","58,850","77,130","99,600",33.247875,-83.441162
1518,13,Georgia,25-1071,"Health Specialties Teachers, Postsecondary","5,030",*,*,*,*,*,*,"119,320","43,900","54,230","93,140","163,360",#,33.247875,-83.441162
1519,13,Georgia,25-1072,"Nursing Instructors and Teachers, Postsecondary","1,060",*,*,*,*,*,*,"77,270","33,010","52,810","71,290","96,470","129,650",33.247875,-83.441162
1520,13,Georgia,25-1081,"Education Teachers, Postsecondary","1,090",*,*,*,*,*,*,"91,510","29,730","51,030","69,820","104,200","169,760",33.247875,-83.441162
1521,13,Georgia,25-1082,"Library Science Teachers, Postsecondary",150,*,*,*,*,*,*,"57,850","41,950","46,440","54,630","67,770","80,100",33.247875,-83.441162
1522,13,Georgia,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",170,*,*,*,*,*,*,"55,760","34,370","46,270","56,140","64,810","77,520",33.247875,-83.441162
1523,13,Georgia,25-1112,"Law Teachers, Postsecondary",100,*,*,*,*,*,*,"174,160","61,080","113,670","165,400",#,#,33.247875,-83.441162
1524,13,Georgia,25-1121,"Art, Drama, and Music Teachers, Postsecondary","1,870",*,*,*,*,*,*,"66,240","18,540","38,990","66,650","89,880","110,670",33.247875,-83.441162
1525,13,Georgia,25-1122,"Communications Teachers, Postsecondary",470,*,*,*,*,*,*,"73,970","41,890","48,840","61,150","91,980","131,060",33.247875,-83.441162
1526,13,Georgia,25-1123,"English Language and Literature Teachers, Postsecondary","1,070",*,*,*,*,*,*,"69,320","41,480","49,670","63,110","83,810","108,420",33.247875,-83.441162
1527,13,Georgia,25-1124,"Foreign Language and Literature Teachers, Postsecondary",290,*,*,*,*,*,*,"70,720","43,310","53,000","65,750","86,360","108,960",33.247875,-83.441162
1528,13,Georgia,25-1125,"History Teachers, Postsecondary",430,*,*,*,*,*,*,"74,210","19,140","53,380","66,940","88,480","120,800",33.247875,-83.441162
1529,13,Georgia,25-1126,"Philosophy and Religion Teachers, Postsecondary",330,*,*,*,*,*,*,"75,080","19,370","37,300","67,680","99,230","136,750",33.247875,-83.441162
1530,13,Georgia,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",80,*,*,*,*,*,*,"50,400","17,100","33,850","52,500","65,670","78,840",33.247875,-83.441162
1531,13,Georgia,25-1194,"Career/Technical Education Teachers, Postsecondary","3,660",24.58,9.04,19.86,24.33,29.24,37.38,"51,120","18,790","41,310","50,600","60,810","77,740",33.247875,-83.441162
1532,13,Georgia,25-1199,"Postsecondary Teachers, All Other","10,560",*,*,*,*,*,*,"84,680","17,530","39,270","62,210","104,750","184,290",33.247875,-83.441162
1533,13,Georgia,25-2011,"Preschool Teachers, Except Special Education","11,920",15.64,9.64,11.26,14.05,18.36,24.73,"32,540","20,060","23,420","29,230","38,180","51,450",33.247875,-83.441162
1534,13,Georgia,25-2012,"Kindergarten Teachers, Except Special Education","3,570",*,*,*,*,*,*,"57,490","38,970","46,270","56,490","67,290","79,140",33.247875,-83.441162
1535,13,Georgia,25-2021,"Elementary School Teachers, Except Special Education","50,250",*,*,*,*,*,*,"58,190","38,610","46,650","57,760","69,440","79,340",33.247875,-83.441162
1536,13,Georgia,25-2022,"Middle School Teachers, Except Special and Career/Technical Education","28,440",*,*,*,*,*,*,"58,830","38,430","46,140","57,510","70,730","81,600",33.247875,-83.441162
1537,13,Georgia,25-2023,"Career/Technical Education Teachers, Middle School",780,*,*,*,*,*,*,"58,120","39,930","49,250","57,700","67,230","78,260",33.247875,-83.441162
1538,13,Georgia,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","26,500",*,*,*,*,*,*,"59,860","39,870","47,720","59,260","71,990","80,920",33.247875,-83.441162
1539,13,Georgia,25-2032,"Career/Technical Education Teachers, Secondary School",990,*,*,*,*,*,*,"68,920","45,710","56,960","70,120","80,550","93,920",33.247875,-83.441162
1540,13,Georgia,25-2051,"Special Education Teachers, Preschool",120,*,*,*,*,*,*,"47,350","22,410","33,330","48,840","60,850","72,440",33.247875,-83.441162
1541,13,Georgia,25-2052,"Special Education Teachers, Kindergarten and Elementary School","5,030",*,*,*,*,*,*,"61,190","41,860","49,160","59,920","72,710","85,680",33.247875,-83.441162
1542,13,Georgia,25-2057,"Special Education Teachers, Middle School","3,080",*,*,*,*,*,*,"60,430","38,650","48,030","58,990","72,800","85,720",33.247875,-83.441162
1543,13,Georgia,25-2058,"Special Education Teachers, Secondary School","3,660",*,*,*,*,*,*,"59,740","42,710","49,390","58,510","70,030","79,760",33.247875,-83.441162
1544,13,Georgia,25-2059,"Special Education Teachers, All Other","1,190",*,*,*,*,*,*,"61,750","36,150","45,460","60,940","76,730","91,560",33.247875,-83.441162
1545,13,Georgia,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","1,160",19.86,14.25,16.88,19.83,23.12,25.31,"41,320","29,640","35,110","41,250","48,090","52,650",33.247875,-83.441162
1546,13,Georgia,25-3021,Self-Enrichment Teachers,"6,650",20.30,9.37,12.35,17.74,27.40,34.79,"42,230","19,500","25,690","36,900","57,000","72,360",33.247875,-83.441162
1547,13,Georgia,25-3031,"Substitute Teachers, Short-Term","13,750",11.76,7.87,8.59,10.33,13.48,16.67,"24,450","16,370","17,870","21,480","28,040","34,680",33.247875,-83.441162
1548,13,Georgia,25-3097,"Tutors and Teachers and Instructors, All Other",**,*,*,*,*,*,*,"39,460","17,540","20,880","33,500","52,910","72,350",33.247875,-83.441162
1549,13,Georgia,25-4011,Archivists,220,30.31,12.12,19.30,30.21,42.38,47.73,"63,040","25,200","40,150","62,840","88,160","99,280",33.247875,-83.441162
1550,13,Georgia,25-4012,Curators,320,23.36,12.38,15.07,23.47,29.02,36.35,"48,580","25,750","31,350","48,810","60,360","75,610",33.247875,-83.441162
1551,13,Georgia,25-4013,Museum Technicians and Conservators,220,20.96,13.17,15.87,18.86,24.02,30.90,"43,600","27,390","33,020","39,230","49,970","64,280",33.247875,-83.441162
1552,13,Georgia,25-4022,Librarians and Media Collections Specialists,"3,390",29.69,15.03,23.48,30.60,36.59,41.97,"61,750","31,270","48,840","63,640","76,100","87,300",33.247875,-83.441162
1553,13,Georgia,25-4031,Library Technicians,"1,730",15.67,8.44,10.46,14.38,18.57,24.84,"32,590","17,550","21,750","29,920","38,630","51,670",33.247875,-83.441162
1554,13,Georgia,25-9021,Farm and Home Management Educators,130,15.58,7.92,8.66,12.76,21.32,24.88,"32,410","16,470","18,000","26,540","44,360","51,750",33.247875,-83.441162
1555,13,Georgia,25-9031,Instructional Coordinators,"11,080",33.43,17.56,27.00,33.90,40.83,48.27,"69,540","36,530","56,170","70,500","84,920","100,410",33.247875,-83.441162
1556,13,Georgia,25-9044,"Teaching Assistants, Postsecondary","4,760",*,*,*,*,*,*,"27,990","16,730","17,810","19,620","33,510","58,840",33.247875,-83.441162
1557,13,Georgia,25-9045,"Teaching Assistants, Except Postsecondary","35,020",*,*,*,*,*,*,"22,360","16,410","17,660","19,840","25,120","32,340",33.247875,-83.441162
1558,13,Georgia,25-9099,"Educational Instruction and Library Workers, All Other","4,980",14.17,7.76,8.36,9.40,17.83,26.86,"29,480","16,140","17,390","19,560","37,090","55,870",33.247875,-83.441162
1559,13,Georgia,29-1011,Chiropractors,990,29.55,15.45,25.26,28.89,34.73,40.04,"61,460","32,150","52,550","60,090","72,240","83,290",33.247875,-83.441162
